customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,Contas_Diarias,Churn_Bin,customer_gender_Bin
5597-Glbuc,Yes,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,85.45,85.45,2.85,1.0,0
5598-Ikhqq,No,Female,0,No,No,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.45,1866.45,0.85,0.0,0
5599-Hvltw,No,Female,1,No,No,14,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),80.35,1058.1,2.68,0.0,0
5600-Ktxfm,No,Male,0,Yes,Yes,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,69.95,143.9,2.33,0.0,1
5600-Pdujf,No,Male,0,No,No,6,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),49.5,312.7,1.65,0.0,1
5602-Bvfmk,No,Female,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.3,228.75,0.64,0.0,0
5605-Iygfg,No,Female,0,No,No,7,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),69.85,515.45,2.33,0.0,0
5605-Xnwen,No,Male,1,Yes,No,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),25.0,1802.55,0.83,0.0,1
5606-Amzbo,No,Female,0,Yes,No,10,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),78.15,765.15,2.6,0.0,0
5609-Cebid,Yes,Female,1,No,No,20,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,94.1,1782.4,3.14,1.0,0
5609-Imcgg,No,Female,0,No,No,15,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),84.35,1302.65,2.81,0.0,0
5614-Dnzce,No,Female,0,No,No,58,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card (Automatic),64.9,3795.45,2.16,0.0,0
5616-Prtnt,Yes,Male,0,No,Yes,20,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,19.4,374.5,0.65,1.0,1
5619-Ptmik,No,Female,0,Yes,No,46,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,53.1,2459.8,1.77,0.0,0
5619-Xzzkr,No,Male,0,No,No,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.95,68.2,0.66,0.0,1
5622-Uejfi,No,Female,0,Yes,Yes,35,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),25.4,949.8,0.85,0.0,0
5624-Bqssa,Yes,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.95,20.95,0.7,1.0,0
5624-Ryamh,No,Female,0,No,No,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,19.5,178.85,0.65,0.0,0
5626-Mgtuk,No,Female,0,No,No,20,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),89.1,1879.25,2.97,0.0,0
5627-Tvbpp,No,Female,0,No,Yes,35,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),20.1,644.5,0.67,0.0,0
5628-Fcgyg,No,Male,0,No,No,21,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,84.1,1737.45,2.8,0.0,1
5628-Rkifk,No,Female,1,No,No,49,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),101.55,5070.4,3.38,0.0,0
5630-Ahzil,No,Female,0,No,Yes,3,Yes,No,Dsl,Yes,No,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),64.5,177.4,2.15,0.0,0
5630-Ixdxv,No,Female,0,No,No,47,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.35,4849.1,3.54,0.0,0
5639-Ntupk,No,Male,0,No,Yes,13,Yes,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),52.1,670.65,1.74,0.0,1
5640-Caxoa,No,Female,0,No,No,30,No,No Phone Service,Dsl,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card (Automatic),40.35,1187.05,1.34,0.0,0
5641-Dmbfj,No,Female,0,Yes,No,58,Yes,Yes,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,84.3,4916.4,2.81,0.0,0
5642-Mhdqt,No,Female,0,Yes,Yes,53,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer (Automatic),19.85,1039.45,0.66,0.0,0
5644-Pdmzc,Yes,Female,1,No,No,2,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,No,Electronic Check,89.5,161.5,2.98,1.0,0
5647-Fxotp,No,Female,1,Yes,No,60,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,105.9,6401.25,3.53,0.0,0
5647-Urdka,No,Male,0,Yes,Yes,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.7,130.25,0.66,0.0,1
5649-Anrml,Yes,Male,1,No,No,2,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),95.1,180.25,3.17,1.0,1
5649-Rxqtv,No,Male,0,No,No,51,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,99.0,5038.15,3.3,0.0,1
5649-Tjhov,Yes,Male,1,Yes,No,27,No,No Phone Service,Dsl,No,No,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),36.5,1032,1.22,1.0,1
5649-Vukmc,Yes,Female,0,No,No,12,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,No,Mailed Check,95.5,1115.15,3.18,1.0,0
5650-Vduds,Yes,Female,0,No,No,4,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,24.25,96.05,0.81,1.0,0
5650-Yliba,No,Male,0,No,No,31,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,81.15,2640.55,2.7,0.0,1
5651-Cpdnd,No,Male,0,No,No,10,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,46.0,492.1,1.53,0.0,1
5651-Crhkq,No,Female,0,Yes,No,41,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),86.2,3339.05,2.87,0.0,0
5651-Wyiph,No,Female,1,No,No,18,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),49.85,865.75,1.66,0.0,0
5651-Ylprd,No,Female,0,Yes,Yes,32,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,86.1,2723.75,2.87,0.0,0
5652-Msdey,No,Female,0,No,No,10,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,75.75,777.3,2.52,0.0,0
5653-Itxjk,,Female,0,Yes,No,31,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,49.2,1498.55,1.64,0.0,0
5655-Jsmzm,Yes,Male,1,No,No,49,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,96.2,4718.25,3.21,1.0,1
5656-Jamlx,No,Male,0,No,No,62,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),19.85,1253.65,0.66,0.0,1
5656-Mjefc,No,Male,0,Yes,Yes,42,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card (Automatic),48.15,2032.3,1.6,0.0,1
5663-Qbgis,No,Male,1,Yes,No,72,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),98.35,6929.4,3.28,0.0,1
5666-Cycyz,No,Female,0,No,No,24,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,89.55,2259.35,2.98,0.0,0
5666-Mbjpt,No,Male,0,No,No,65,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),25.1,1725,0.84,0.0,1
5668-Meisb,No,Female,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card (Automatic),106.1,7657.4,3.54,0.0,0
5669-Sraip,Yes,Female,0,No,No,5,No,No Phone Service,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,39.5,210.75,1.32,1.0,0
5671-Rqrlp,No,Female,1,Yes,No,70,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Credit Card (Automatic),75.65,5411.4,2.52,0.0,0
5671-Uunxd,No,Female,1,Yes,No,50,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One Year,Yes,Electronic Check,100.65,5189.75,3.36,0.0,0
5673-Fssmf,Yes,Female,0,No,No,1,Yes,Yes,Dsl,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,60.15,60.15,2.0,1.0,0
5673-Tiyib,Yes,Male,0,No,No,2,No,No Phone Service,Dsl,No,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),40.4,77.15,1.35,1.0,1
5676-Cflyy,No,Male,0,Yes,Yes,71,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),73.35,5154.5,2.44,0.0,1
5678-Vfneq,No,Female,0,Yes,No,71,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),104.1,7412.25,3.47,0.0,0
5680-Lqogp,No,Female,0,No,No,68,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),82.45,5646.6,2.75,0.0,0
5681-Lloei,No,Male,0,Yes,Yes,43,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card (Automatic),91.25,4013.8,3.04,0.0,1
5684-Fjvyr,No,Female,0,Yes,Yes,72,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),90.35,6563.4,3.01,0.0,0
5685-Iixly,Yes,Female,0,Yes,Yes,5,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,83.6,404.2,2.79,1.0,0
5686-Cmawk,No,Male,0,No,No,17,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,One Year,No,Electronic Check,86.75,1410.25,2.89,0.0,1
5687-Dkdtv,Yes,Female,0,No,No,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.35,77.5,0.68,1.0,0
5688-Kztsn,Yes,Male,0,Yes,Yes,15,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,20.0,288.05,0.67,1.0,1
5692-Fptah,Yes,Female,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.4,45.4,1.51,1.0,0
5692-Icxlw,No,Male,1,No,No,31,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,90.7,2845.15,3.02,0.0,1
5693-Pipcs,No,Male,0,No,No,41,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),99.65,4220.35,3.32,0.0,1
5696-Ceiqj,No,Male,0,Yes,Yes,67,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),103.15,6895.5,3.44,0.0,1
5696-Excys,No,Male,0,No,No,17,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.45,369.05,0.65,0.0,1
5696-Jvvqy,No,Female,0,Yes,Yes,48,Yes,No,Dsl,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card (Automatic),70.1,3238.4,2.34,0.0,0
5696-Qurrl,Yes,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.05,45.05,1.5,1.0,1
5697-Gombf,No,Female,1,Yes,Yes,28,No,No Phone Service,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,35.9,973.65,1.2,0.0,0
5698-Bqjoh,Yes,Female,0,No,No,9,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,94.4,857.25,3.15,1.0,0
5699-Bncas,No,Male,1,No,No,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,24.65,1766.75,0.82,0.0,1
5701-Guxdc,No,Female,0,Yes,No,26,No,No Phone Service,Dsl,Yes,No,Yes,No,No,No,One Year,No,Credit Card (Automatic),35.4,978.6,1.18,0.0,0
5701-Svcwr,No,Female,0,No,Yes,1,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,24.0,24,0.8,0.0,0
5701-Yvsvf,No,Female,1,Yes,No,11,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,82.9,880.05,2.76,0.0,0
5701-Zikje,No,Male,0,No,No,13,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,50.55,610.75,1.68,0.0,1
5702-Kvqrd,No,Male,0,Yes,No,71,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,82.55,5832.65,2.75,0.0,1
5702-Skuob,No,Female,0,Yes,No,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.6,93.45,0.65,0.0,0
5707-Orndz,Yes,Male,1,No,No,9,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,54.55,494.05,1.82,1.0,1
5707-Zmdjp,No,Male,0,Yes,Yes,53,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Mailed Check,69.7,3729.6,2.32,0.0,1
5708-Evonk,Yes,Female,0,Yes,Yes,58,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),93.4,5435.6,3.11,1.0,0
5709-Lvoeq,No,Female,0,Yes,Yes,0,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,80.85,,2.7,0.0,0
5712-Ahqnn,No,Female,0,No,No,43,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,91.65,3954.1,3.06,0.0,0
5712-Ptiww,Yes,Male,0,No,No,2,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,79.85,152.45,2.66,1.0,1
5712-Vboxd,No,Female,0,No,No,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),20.15,68.45,0.67,0.0,0
5716-Ezxzn,No,Female,0,Yes,Yes,65,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),99.05,6416.7,3.3,0.0,0
5716-Libjc,No,Female,0,No,Yes,13,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),104.15,1299.1,3.47,0.0,0
5724-Bidbu,No,Male,0,Yes,No,49,Yes,Yes,Dsl,Yes,No,No,No,No,No,One Year,Yes,Electronic Check,55.35,2633.95,1.84,0.0,1
5726-Cvnya,No,Female,0,Yes,Yes,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,19.85,146.6,0.66,0.0,0
5727-Myate,No,Male,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),90.8,6397.6,3.03,0.0,1
5729-Klzar,Yes,Female,0,Yes,Yes,4,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,80.85,302.75,2.7,1.0,0
5730-Dbdsi,No,Male,0,No,No,66,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),19.7,1253.8,0.66,0.0,1
5730-Riito,No,Female,1,No,No,43,No,No Phone Service,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),33.45,1500.25,1.12,0.0,0
5732-Ikgqh,No,Male,1,Yes,No,52,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),104.45,5481.25,3.48,0.0,1
5734-Ejkxg,No,Female,0,No,No,61,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,118.6,7365.7,3.95,0.0,0
5736-Yejax,No,Male,0,No,Yes,69,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),79.45,5502.55,2.65,0.0,1
5740-Yhgtw,No,Male,0,Yes,Yes,70,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),97.55,6669.05,3.25,0.0,1
5743-Khmna,No,Male,0,No,No,71,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),25.55,1898.1,0.85,0.0,1
5747-Pmbsq,Yes,Male,1,Yes,No,10,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,92.5,934.1,3.08,1.0,1
5748-Rncjt,Yes,Male,0,No,No,69,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),106.5,7348.8,3.55,1.0,1
5751-Usdbl,No,Male,0,Yes,Yes,46,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,3846.35,2.7,0.0,1
5753-Qqwpw,No,Female,0,No,No,28,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,59.9,1654.7,2.0,0.0,0
5756-Jyojt,No,Female,0,No,No,11,Yes,No,Dsl,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card (Automatic),64.9,697.25,2.16,0.0,0
5756-Ozrio,No,Male,1,Yes,No,61,Yes,Yes,Dsl,No,Yes,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),64.05,3902.6,2.13,0.0,1
5759-Rcvcb,Yes,Female,0,No,No,3,No,No Phone Service,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),35.2,108.95,1.17,1.0,0
5760-Fxfvo,No,Male,0,No,No,6,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,78.95,494.95,2.63,0.0,1
5760-Ifjoz,No,Male,0,No,No,3,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,No,Mailed Check,107.95,313.6,3.6,0.0,1
5760-Wrahc,No,Female,1,No,No,22,Yes,No,Dsl,Yes,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,69.75,1545.4,2.33,0.0,0
5761-Byyza,,Female,0,Yes,Yes,38,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),19.6,763.1,0.65,0.0,0
5762-Tjxgk,No,Female,0,No,No,52,No,No Phone Service,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),58.75,3038.55,1.96,0.0,0
5766-Ftrts,No,Male,0,Yes,No,72,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,84.45,6033.1,2.82,0.0,1
5766-Rlnam,,Male,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,115.55,8425.3,3.85,0.0,1
5766-Xqxmq,Yes,Female,0,No,No,29,Yes,No,Dsl,Yes,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),68.85,1970.5,2.3,1.0,0
5766-Zjybb,Yes,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.4,19.4,0.65,1.0,1
5774-Qpltf,No,Male,0,Yes,Yes,50,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,20.35,938.95,0.68,0.0,1
5774-Xztqc,No,Female,0,Yes,Yes,7,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.45,150.75,0.68,0.0,0
5777-Kjirb,No,Female,0,No,No,40,Yes,No,Dsl,No,No,Yes,No,No,No,One Year,Yes,Mailed Check,50.25,2023.55,1.68,0.0,0
5777-Zpqnc,No,Female,0,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,20.15,260.7,0.67,0.0,0
5778-Bvofb,No,Female,0,No,No,9,Yes,No,Dsl,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),59.5,530.05,1.98,0.0,0
5780-Inqik,No,Female,0,No,No,8,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,49.4,408.25,1.65,0.0,0
5781-Bkhop,No,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Two Year,No,Bank Transfer (Automatic),100.65,7334.05,3.36,0.0,0
5781-Rfzrp,No,Male,0,Yes,No,71,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,No,Two Year,No,Credit Card (Automatic),73.5,5357.75,2.45,0.0,1
5787-Kxgiy,No,Male,0,Yes,No,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.3,1304.8,0.64,0.0,1
5788-Ypoeg,No,Female,0,Yes,Yes,34,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,84.75,2839.45,2.82,0.0,0
5789-Ldfxo,No,Male,0,No,No,24,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,24.6,592.65,0.82,0.0,1
5791-Kajfd,No,Female,0,Yes,Yes,56,Yes,Yes,Dsl,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),68.75,3808,2.29,0.0,0
5792-Jalqc,No,Female,1,No,No,52,Yes,Yes,Dsl,Yes,No,Yes,No,No,No,Two Year,No,Bank Transfer (Automatic),59.85,3103.25,2.0,0.0,0
5793-Yoljn,No,Female,0,Yes,Yes,55,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,21.0,1210.3,0.7,0.0,0
5795-Bkoye,No,Female,0,Yes,Yes,69,Yes,No,Dsl,No,Yes,Yes,Yes,No,No,One Year,No,Bank Transfer (Automatic),59.1,4134.7,1.97,0.0,0
5795-Ktgud,No,Female,0,Yes,No,68,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),110.8,7553.6,3.69,0.0,0
5797-Apwzc,Yes,Female,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,90.6,90.6,3.02,1.0,0
5799-Jrczo,No,Female,0,No,Yes,63,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.5,1215.1,0.65,0.0,0
5802-Adbrc,No,Female,0,Yes,No,50,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,104.4,5232.9,3.48,0.0,0
5803-Nqjzo,No,Male,0,Yes,No,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),67.8,4804.65,2.26,0.0,1
5804-Hyiez,No,Male,0,Yes,Yes,70,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.05,7554.05,3.53,0.0,1
5804-Jmyio,No,Female,0,Yes,Yes,39,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.75,757.95,0.66,0.0,0
5804-Lepim,Yes,Female,1,No,No,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,70.35,139.05,2.34,1.0,0
5808-Totxo,No,Female,0,No,Yes,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),20.55,57.4,0.68,0.0,0
5811-Iwxym,No,Female,0,Yes,Yes,52,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),101.25,5301.1,3.38,0.0,0
